id,neo4j_id,label
gcat_trait_1-stearoyl-2-oleoyl-GPE_180181_measurement,604418,
gcat_trait_1-stearoyl-GPC_180_measurement,604419,
gcat_trait_1-stearoyl-GPE_180_measurement,604427,
gcat_trait_10-undecenoate_111n1_measurement,604428,
gcat_trait_11beta-hydroxyandrosterone_glucuronide_measurement,604430,
gcat_trait_12-dilinoleoyl-GPC_182182_measurement,604435,
gcat_trait_12-dipalmitoyl-GPC_160160_measurement,604436,
gcat_trait_137-trimethylurate_measurement,604437,
gcat_trait_15_anhydroglucitol_measurement,604440,"1,5 anhydroglucitol measurement"
gcat_trait_16a-hydroxy_DHEA_3-sulfate_measurement,604474,
gcat_trait_17-dimethylurate_measurement,604480,
gcat_trait_17-hydroxyprogesterone_measurement,604484,
gcat_trait_2-aminobutyrate_measurement,604497,
gcat_trait_2-aminooctanoate_measurement,604502,
gcat_trait_2-hydroxy-3-methylvalerate_measurement,604505,
gcat_trait_2-hydroxyglutarate_measurement,604507,
gcat_trait_2-stearoyl-GPE_180_measurement,604512,
gcat_trait_21-hydroxypregnenolone_disulfate_measurement,604513,
gcat_trait_245-trichlorophenol_measurement,604530,
gcat_trait_3-aminoisobutyrate_measurement,604609,
gcat_trait_3-carboxy-4-methyl-5-propyl-2-furanpropanoate_CMPF_measurement,604612,
gcat_trait_3-formylindole_measurement,604613,
gcat_trait_3-hydroxy-1-methylpropylmercapturic_acid_measurement,604619,
gcat_trait_3-hydroxybutyrate_measurement,604895,
gcat_trait_3-hydroxypropylmercapturic_acid_measurement,604997,
gcat_trait_3-methoxytyrosine_measurement,605223,
gcat_trait_3-methyl-2-oxobutyrate_measurement,605255,
gcat_trait_3-methylglutaconate_measurement,605257,
gcat_trait_3-methylglutarylcarnitine_2_measurement,605261,
gcat_trait_3-phenylpropionate_hydrocinnamate_measurement,605263,
gcat_trait_4-acetamidobutanoate_measurement,605267,
gcat_trait_4-androsten-3beta17beta-diol_disulfate_1_measurement,605268,
gcat_trait_4-androsten-3beta17beta-diol_disulfate_2_measurement,605294,
gcat_trait_4-ethylphenylsulfate_measurement,605305,
gcat_trait_4-guanidinobutanoate_measurement,605320,
gcat_trait_4-hydroxychlorothalonil_measurement,605325,
gcat_trait_46-dinitro-o-cresol_measurement,605326,
gcat_trait_5-HIAA_measurement,605327,
gcat_trait_5-acetylamino-6-amino-3-methyluracil_measurement,605346,
gcat_trait_5-acetylamino-6-formylamino-3-methyluracil_measurement,605347,
gcat_trait_5-formyltetrahydrofolate_cyclo-ligase_measurement,605348,
gcat_trait_5-hydroxylysine_measurement,605353,
gcat_trait_5-methyluridine_ribothymidine_measurement,605357,
gcat_trait_5-oxoproline_measurement,605361,
gcat_trait_5alpha-androstan-3alpha17alpha-diol_monosulfate_measurement,605367,
gcat_trait_5alpha-androstan-3alpha17beta-diol_disulfate_measurement,605371,
gcat_trait_5alpha-androstan-3alpha17beta-diol_monosulfate_1_measurement,605380,
gcat_trait_5alpha-androstan-3alpha17beta-diol_monosulfate_2_measurement,605381,
gcat_trait_5alpha-androstan-3beta17beta-diol_disulfate_measurement,605382,
gcat_trait_5alpha-pregnan-3beta20alpha-diol_monosulfate_2_measurement,605392,
gcat_trait_5alpha-pregnan-3beta20beta-diol_monosulfate_1_measurement,605395,
gcat_trait_5alpha-pregnan-diol_disulfate_measurement,605407,
gcat_trait_6-bromotryptophan_measurement,605415,
gcat_trait_7-methylguanine_measurement,605418,
gcat_trait_ADP-ribosyl_cyclasecyclic_ADP-ribose_hydrolase_2_measurement,605420,
gcat_trait_AIDS,605425,AIDS
gcat_trait_Abdominal_Aortic_Aneurysm,605450,Abdominal Aortic Aneurysm
gcat_trait_Abnormality_of_chromosome_segregation,605691,Abnormality of chromosome segregation
gcat_trait_Abnormality_of_refraction,605746,Abnormality of refraction
gcat_trait_Acute_kidney_injury,606038,Acute kidney injury
gcat_trait_Age-related_nuclear_cataract,606059,
gcat_trait_Agents_acting_on_the_renin-angiotensin_system_use_measurement,606080,
gcat_trait_Agouti-related_protein_measurement,606411,
gcat_trait_Alpha_ketoglutarate_measurement,606417,Alpha ketoglutarate measurement
gcat_trait_Alzheimer_disease,606440,Alzheimer disease
gcat_trait_Alzheimers_disease_biomarker_measurement,606665,Alzheimer's disease biomarker measurement
gcat_trait_Anilide_use_measurement,606709,Anilide use measurement
gcat_trait_Anti-hepatitis_E_antibody_levels,606718,
gcat_trait_Antiglaucoma_preparations_and_miotics_use_measurement,606800,Antiglaucoma preparations and miotics use measurement
gcat_trait_Antihistamine_use_measurement,606815,Antihistamine use measurement
gcat_trait_Antihypertensive_use_measurement,606818,Antihypertensive use measurement
gcat_trait_Antimigraine_preparation_use_measurement,607007,Antimigraine preparation use measurement
gcat_trait_Antithrombotic_agent_use_measurement,607021,Antithrombotic agent use measurement
gcat_trait_Astigmatism,607053,Astigmatism
gcat_trait_Autoimmune_Hepatitis,607111,Autoimmune Hepatitis
gcat_trait_B-cell_acute_lymphoblastic_leukemia,607114,
gcat_trait_BMI-adjusted_adiponectin_measurement,607116,
gcat_trait_BMI-adjusted_fasting_blood_glucose_measurement,607119,
gcat_trait_BMI-adjusted_fasting_blood_insulin_measurement,607135,
gcat_trait_BMI-adjusted_hip_circumference,607140,
gcat_trait_BMI-adjusted_leptin_measurement,607810,
gcat_trait_BMI-adjusted_waist-hip_ratio,607813,
gcat_trait_BMI-adjusted_waist_circumference,608179,
gcat_trait_BRCA1_mutation_carier_status,608382,BRCA1 mutation carier status
gcat_trait_BRCA2_mutation_carier_statu,608385,BRCA2 mutation carier statu
gcat_trait_BRCAX_breast_cancer,608387,BRCAX breast cancer
gcat_trait_Back_pain,608401,Back pain
gcat_trait_Barretts_esophagus,608452,Barrett's esophagus
gcat_trait_Behcets_syndrome,608470,Behcet's syndrome
gcat_trait_Bells_palsy,608530,Bell's palsy
gcat_trait_Beta_blocking_agent_use_measurement,608591,Beta blocking agent use measurement
gcat_trait_Borderline_personality_disorder,608621,Borderline personality disorder
gcat_trait_Brugada_syndrome,608646,Brugada syndrome
gcat_trait_C-C_motif_chemokine_14_measurement,608659,
gcat_trait_C-C_motif_chemokine_15_measurement,608666,
gcat_trait_C-C_motif_chemokine_16_measurement,608667,
gcat_trait_C-C_motif_chemokine_17_measurement,608668,
gcat_trait_C-C_motif_chemokine_18_measurement,608671,
gcat_trait_C-C_motif_chemokine_23_measurement,608673,
gcat_trait_C-C_motif_chemokine_25_measurement,608674,
gcat_trait_C-C_motif_chemokine_28_measurement,608677,
gcat_trait_C-C_motif_chemokine_3_measurement,608681,
gcat_trait_C-C_motif_chemokine_4-like_measurement,608684,
gcat_trait_C-C_motif_chemokine_7_measurement,608686,
gcat_trait_C-C_motif_chemokine_8_measurement,608709,
gcat_trait_C-X-C_motif_chemokine_10_measurement,608710,
gcat_trait_C-X-C_motif_chemokine_11_measurement,608775,
gcat_trait_C-X-C_motif_chemokine_16_measurement,608777,
gcat_trait_C-X-C_motif_chemokine_5_measurement,608778,
gcat_trait_C-X-C_motif_chemokine_6_measurement,608780,
gcat_trait_C-peptide_measurement,608781,
gcat_trait_C-reactive_protein_measurement,608794,
gcat_trait_CCL11_measurement,609246,CCL11 measurement
gcat_trait_CCL24_measurement,609247,CCL24 measurement
gcat_trait_CCL2_measurement,609250,CCL2 measurement
gcat_trait_CCL4_measurement,609306,CCL4 measurement
gcat_trait_CCL5_measurement,609307,CCL5 measurement
gcat_trait_CD109_antigen_measurement,609346,CD109 antigen measurement
gcat_trait_CD209_antigen_measurement,609348,CD209 antigen measurement
gcat_trait_CD27_antigen_measurement,609349,CD27 antigen measurement
gcat_trait_CFTR_mutation_carrier_status,609354,CFTR mutation carrier status
gcat_trait_CMRF35-like_molecule_6_measurement,609360,
gcat_trait_COVID-19,609363,
gcat_trait_COVID-19_symptoms_measurement,609755,
gcat_trait_Calcium_channel_blocker_use_measurement,609771,Calcium channel blocker use measurement
gcat_trait_Cannabis_use,609834,Cannabis use
gcat_trait_Cannabis_use_initiation,609843,Cannabis use initiation
gcat_trait_Cardiac_MRI_latent_space,609859,Cardiac MRI latent space
gcat_trait_Central_precocious_puberty,609950,Central precocious puberty
gcat_trait_Chagas_cardiomyopathy,609963,Chagas cardiomyopathy
gcat_trait_Child_Behaviour_Checklist_assessment,609992,Child Behaviour Checklist assessment
gcat_trait_Cholecystitis,610007,Cholecystitis
gcat_trait_Chronic_pain,610024,Chronic pain
gcat_trait_Ck-beta-8-1_measurement,610035,
gcat_trait_Cleft_palate,610036,Cleft palate
gcat_trait_Corneal_astigmatism,610069,Corneal astigmatism
gcat_trait_Crohns_disease,610094,Crohn's disease
gcat_trait_DDT_metabolite_measurement,610409,DDT metabolite measurement
gcat_trait_DNA_methylation,610412,DNA methylation
gcat_trait_D_dimer_measurement,610735,D dimer measurement
gcat_trait_Dental_enamel_hypoplasia,610755,Dental enamel hypoplasia
gcat_trait_Diarrhea,610761,Diarrhea
gcat_trait_Dickkopf-related_protein_4_measurement,610764,
gcat_trait_Diuretic_use_measurement,610766,Diuretic use measurement
gcat_trait_Drug-induced_agranulocytosis,610788,
gcat_trait_Drugs_affecting_bone_structure_and_mineralization_use_measurement,610794,Drugs affecting bone structure and mineralization use measurement
gcat_trait_Drugs_used_in_diabetes_use_measurement,610807,Drugs used in diabetes use measurement
gcat_trait_Dupuytren_Contracture,611033,Dupuytren Contracture
gcat_trait_Dysphagia,611068,Dysphagia
gcat_trait_Eczematoid_dermatitis,611079,Eczematoid dermatitis
gcat_trait_Epstein-Barr_virus_infection,611260,
gcat_trait_Epstein-Barr_virus_seropositivity,611292,
gcat_trait_Ewing_sarcoma,611305,Ewing sarcoma
gcat_trait_FEVFVC_ratio,611309,FEV/FVC ratio
gcat_trait_Facial_wrinkling,611474,Facial wrinkling
gcat_trait_Febrile_seizure_within_the_age_range_of_3_months_to_6_years,611485,Febrile seizure (within the age range of 3 months to 6 years)
gcat_trait_Fuchs_endothelial_corneal_dystrophy,611487,Fuchs endothelial corneal dystrophy
gcat_trait_GDH6PGL_endoplasmic_bifunctional_protein_measurement,611494,GDH/6PGL endoplasmic bifunctional protein measurement
gcat_trait_GDNF_family_receptor_alpha-2_measurement,611495,
gcat_trait_GM3_ganglioside_measurement,611496,GM3 ganglioside measurement
gcat_trait_Genetic_chronic_primary_adrenal_insufficiency,611497,Genetic chronic primary adrenal insufficiency
gcat_trait_Glucocorticoid_use_measurement,611498,Glucocorticoid use measurement
gcat_trait_Gluconic_acid_measurement,611560,Gluconic acid measurement
gcat_trait_Graves_disease,611577,Graves disease
gcat_trait_Grey_matter_density_measurement,611599,Grey matter density measurement
gcat_trait_HDL_cholesterol_change_measurement,611616,HDL cholesterol change measurement
gcat_trait_HETE_measurement,611621,HETE measurement
gcat_trait_HIV-1_infection,611650,
gcat_trait_HIV_viral_set_point_measurement,611678,HIV viral set point measurement
gcat_trait_HMG_CoA_reductase_inhibitor_use_measurement,611706,HMG CoA reductase inhibitor use measurement
gcat_trait_HOMA-B,611815,
gcat_trait_HOMA-IR,611820,
gcat_trait_HSV2_virologic_severity_measurement,611838,HSV2 virologic severity measurement
gcat_trait_HVA_measurement,611848,HVA measurement
gcat_trait_Hallux_valgus,611857,Hallux valgus
gcat_trait_Hashimotos_thyroiditis,611875,Hashimoto's thyroiditis
gcat_trait_HbA1c_measurement,611886,HbA1c measurement
gcat_trait_Headache,612222,Headache
gcat_trait_Henoch-Schoenlein_purpura,612239,
gcat_trait_Hepatic_fibrosis,612241,Hepatic fibrosis
gcat_trait_Hepatitis,612259,Hepatitis
gcat_trait_Hernia,612266,Hernia
gcat_trait_Herpes_Zoster,612278,Herpes Zoster
gcat_trait_Heschls_gyrus_morphology_measurement,612280,Heschl's gyrus morphology measurement
gcat_trait_Hirschsprung_disease,612306,Hirschsprung disease
gcat_trait_Hodgkins_lymphoma,612320,Hodgkins lymphoma
gcat_trait_Hypermetropia,612351,Hypermetropia
gcat_trait_Hypertriglyceridemia,612377,Hypertriglyceridemia
gcat_trait_Hypoxanthine_measurement,612378,Hypoxanthine measurement
gcat_trait_ICAM-1_measurement,612387,
gcat_trait_IGA_glomerulonephritis,612389,IGA glomerulonephritis
gcat_trait_IGF-1_measurement,612440,
gcat_trait_IGFBP-3_measurement,612580,
gcat_trait_Immunosuppressant_use_measurement,612612,Immunosuppressant use measurement
gcat_trait_Inguinal_hernia,612613,Inguinal hernia
gcat_trait_Inhalant_adrenergic_use_measurement,612644,Inhalant adrenergic use measurement
gcat_trait_Intrahepatic_cholestasis_of_pregnancy,612673,Intrahepatic cholestasis of pregnancy
gcat_trait_Ischemic_stroke,612683,Ischemic stroke
gcat_trait_JT_interval,612741,JT interval
gcat_trait_Keloid,612960,Keloid
gcat_trait_Kunitz-type_protease_inhibitor_1_measurement,612963,
gcat_trait_Kunitz-type_protease_inhibitor_2_measurement,612967,
gcat_trait_L-Selectin_measurement,612970,
gcat_trait_L-arginine_measurement,612979,
gcat_trait_L_lactate_dehydrogenase_measurement,612990,L lactate dehydrogenase measurement
gcat_trait_Left_ventricular_mass_to_end-diastolic_volume_ratio,612998,
gcat_trait_Lewy_body_dementia,613008,Lewy body dementia
gcat_trait_MHC_class_I_polypeptide-related_sequence_A_measurement,613022,
gcat_trait_MHC_class_I_polypeptide-related_sequence_B_measurement,613023,
gcat_trait_MHPG_measurement,613024,MHPG measurement
gcat_trait_MMR-related_febrile_seizures,613032,
gcat_trait_Mastocytosis,613035,Mastocytosis
gcat_trait_Mental_deterioration,613062,Mental deterioration
gcat_trait_Mitral_valve_prolapse,613069,Mitral valve prolapse
gcat_trait_Moderate_albuminuria,613076,Moderate albuminuria
gcat_trait_Modic_type_vertebral_endplate_changes,613092,Modic type vertebral endplate changes
gcat_trait_Mosaic_loss_of_chromosome_X,613098,Mosaic loss of chromosome X
gcat_trait_Moyamoya_disease,613132,Moyamoya disease
gcat_trait_Myasthenia_gravis,613148,Myasthenia gravis
gcat_trait_Myopia,613152,Myopia
gcat_trait_N-acetyl-1-methylhistidine_measurement,613190,
gcat_trait_N-acetyl-2-aminooctanoate_measurement,613191,
gcat_trait_N-acetyl-aspartyl-glutamate_NAAG_measurement,613192,
gcat_trait_N-acetyl-beta-alanine_measurement,613193,
gcat_trait_N-acetyl-isoputreanine_measurement,613195,
gcat_trait_N-acetylarginine_measurement,613198,
gcat_trait_N-acetylcarnosine_measurement,613199,
gcat_trait_N-acetylglucosaminylasparagine_measurement,613200,
gcat_trait_N-acetylglutamine_measurement,613203,
gcat_trait_N-acetylglycine_measurement,613204,
gcat_trait_N-acetylhistidine_measurement,613205,
gcat_trait_N-acetylkynurenine_2_measurement,613209,
gcat_trait_N-acetylleucine_measurement,613210,
gcat_trait_N-acetylmethionine_measurement,613211,
gcat_trait_N-acetylneuraminate_measurement,613219,
gcat_trait_N-acetylphenylalanine_measurement,613223,
gcat_trait_N-acetylputrescine_measurement,613224,
gcat_trait_N-acetylserine_measurement,613225,
gcat_trait_N-acetyltaurine_measurement,613226,
gcat_trait_N-acetyltryptophan_measurement,613227,
gcat_trait_N-acetyltyrosine_measurement,613229,
gcat_trait_N-acylethanolamine-hydrolyzing_acid_amidase_measurement,613230,
gcat_trait_N-delta-acetylornithine_measurement,613232,
gcat_trait_N-formylmethionine_measurement,613233,
gcat_trait_N-glycan_measurement,613234,
gcat_trait_N1-methyladenosine_measurement,613274,
gcat_trait_N4-acetylcytidine_measurement,613275,
gcat_trait_N6-acetyllysine_measurement,613279,
gcat_trait_N6-methyllysine_measurement,613283,
gcat_trait_N6N6-dimethyllysine_measurement,613286,
gcat_trait_N6N6N6-trimethyllysine_measurement,613287,
gcat_trait_NAD-dependent_protein_deacetylase_sirtuin-2_measurement,613292,
gcat_trait_NNN-trimethyl-5-aminovalerate_measurement,613297,
gcat_trait_Nasal_Cavity_Polyp,613298,Nasal Cavity Polyp
gcat_trait_Nystagmus,613302,Nystagmus
gcat_trait_Obsessive-compulsive_trait,613316,
gcat_trait_Opioid_use_measurement,613319,Opioid use measurement
gcat_trait_Oral_ulcer,613324,Oral ulcer
gcat_trait_Orofacial_cleft,613372,Orofacial cleft
gcat_trait_Otitis_media,613387,Otitis media
gcat_trait_P-Selectin_measurement,613402,
gcat_trait_PCSK9_protein_measurement,613403,PCSK9 protein measurement
gcat_trait_PR_interval,613408,PR interval
gcat_trait_P_wave_duration,613478,P wave duration
gcat_trait_Parkinson_disease,613482,Parkinson disease
gcat_trait_Parkinsons_disease_symptom_measurement,613570,Parkinson's disease symptom measurement
gcat_trait_Peptic_ulcer_and_gastro-oesophageal_reflux_disease_GORD_drug_use_measurement,613588,
gcat_trait_Periodontal_Pocket,613590,Periodontal Pocket
gcat_trait_Phenyllactate_PLA_measurement,613597,Phenyllactate (PLA) measurement
gcat_trait_Postural_instability,613599,Postural instability
gcat_trait_Pregn_steroid_monosulfate_measurement,613603,Pregn steroid monosulfate measurement
gcat_trait_Premature_atrial_contractions,613612,Premature atrial contractions
gcat_trait_Progressive_visual_loss,613639,Progressive visual loss
gcat_trait_Proteinuria,613648,Proteinuria
gcat_trait_QRS-T_angle,613658,
gcat_trait_QRS_duration,613706,QRS duration
gcat_trait_QT_interval,613783,QT interval
gcat_trait_R-6-hydroxywarfarin_measurement,613850,
gcat_trait_R-6-hydroxywarfarin_to_R-warfarin_ratio_measurement,613891,
gcat_trait_R-warfarin_measurement,613926,
gcat_trait_RR_interval,614000,RR interval
gcat_trait_RS-10-hydroxywarfarin_measurement,614008,
gcat_trait_RS-10-hydroxywarfarin_to_RS-warfarin_ratio_measurement,614044,
gcat_trait_RS-6-hydroxywarfarin_measurement,614080,
gcat_trait_RS-warfarin_measurement,614115,
gcat_trait_Raynaud_disease,614152,Raynaud disease
gcat_trait_Red_cell_distribution_width,614153,Red cell distribution width
gcat_trait_Rolandic_epilepsy,614334,Rolandic epilepsy
gcat_trait_S-1-pyrroline-5-carboxylate_measurement,614340,
gcat_trait_S-6-hydroxywarfarin_measurement,614342,
gcat_trait_S-6-hydroxywarfarin_to_S-warfarin_ratio_measurement,614418,
gcat_trait_S-7-hydroxywarfarin_measurement,614448,
gcat_trait_S-7-hydroxywarfarin_to_S-warfarin_ratio_measurement,614475,
gcat_trait_S-adenosylhomocysteine_measurement,614501,
gcat_trait_S-formylglutathione_hydrolase_measurement,614504,
gcat_trait_S-warfarin_measurement,614505,
gcat_trait_S-warfarin_to_R-warfarin_ratio_measurement,614539,
gcat_trait_S100_calcium-binding_protein_B_measurement,614573,
gcat_trait_SAPHO_syndrome,614589,SAPHO syndrome
gcat_trait_SLAM_family_member_7_measurement,614611,SLAM family member 7 measurement
gcat_trait_SPARC-like_protein_1_measurement,614613,
gcat_trait_ST2_protein_measurement,614616,ST2 protein measurement
gcat_trait_Sarcosine_measurement,614617,Sarcosine measurement
gcat_trait_Schizoaffective_disorder-bipolar_type,614618,
gcat_trait_Secreted_frizzled-related_protein_3_measurement,614622,
gcat_trait_Self-injurious_behavior,614624,
gcat_trait_Sjogren_syndrome,614649,Sjogren syndrome
gcat_trait_Sphingomyelin_d181140_d161160_measurement,614656,"Sphingomyelin (d18:1/14:0, d16:1/16:0) measurement"
gcat_trait_Sphingomyelin_d181170_d171180_d191160_measurement,614657,"Sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0) measurement"
gcat_trait_Sphingomyelin_d181200_d161220_measurement,614658,"Sphingomyelin (d18:1/20:0, d16:1/22:0) measurement"
gcat_trait_Sphingomyelin_d181201_d182200_measurement,614659,"Sphingomyelin (d18:1/20:1, d18:2/20:0) measurement"
gcat_trait_Sphingomyelin_d182241_d181242_measurement,614660,"Sphingomyelin (d18:2/24:1, d18:1/24:2) measurement"
gcat_trait_Strabismus,614672,Strabismus
gcat_trait_Stuttering,614681,Stuttering
gcat_trait_Sushi_von_Willebrand_factor_type_A_EGF_and_pentraxin_domain-containing_protein_1_measurement,614715,
gcat_trait_T-cell_surface_glycoprotein_CD3_epsilon_chain_measurement,614716,
gcat_trait_TEMPS-A_questionnaire,614717,
gcat_trait_TNF-related_apoptosis-inducing_ligand_measurement,614721,
gcat_trait_TPE_interval_measurement,614741,TPE interval measurement
gcat_trait_T_wave_morphology_measurement,614747,T wave morphology measurement
gcat_trait_Takayasu_arteritis,614748,Takayasu arteritis
gcat_trait_Testicular_Germ_Cell_Tumor,614770,Testicular Germ Cell Tumor
gcat_trait_Thrombocytopenia,614802,Thrombocytopenia
gcat_trait_Thromboembolism,614826,Thromboembolism
gcat_trait_Thyroid_preparation_use_measurement,614838,Thyroid preparation use measurement
gcat_trait_Tinnitus,614919,Tinnitus
gcat_trait_Tourette_syndrome,614988,Tourette syndrome
gcat_trait_Umbilical_hernia,615001,Umbilical hernia
gcat_trait_Uterine_leiomyoma,615002,Uterine leiomyoma
gcat_trait_Uveal_Melanoma,615030,Uveal Melanoma
gcat_trait_Varicose_veins,615045,Varicose veins
gcat_trait_Vascular_dementia,615098,Vascular dementia
gcat_trait_Vasodilators_used_in_cardiac_diseases_use_measurement,615135,Vasodilators used in cardiac diseases use measurement
gcat_trait_Vertigo,615142,Vertigo
gcat_trait_Vitiligo,615183,Vitiligo
gcat_trait_WAP_Kazal_immunoglobulin_Kunitz_and_NTR_domain-containing_protein_2_measurement,615218,
gcat_trait_WNT1-inducible-signaling_pathway_protein_1_measurement,615221,
gcat_trait_X-11308_measurement,615222,
gcat_trait_X-11315_measurement,615223,
gcat_trait_X-11381_measurement,615228,
gcat_trait_X-11440_measurement,615229,
gcat_trait_X-11444_measurement,615230,
gcat_trait_X-11470_measurement,615231,
gcat_trait_X-11787_measurement,615232,
gcat_trait_X-12063_measurement,615233,
gcat_trait_X-12100_measurement,615265,
gcat_trait_X-12112_measurement,615266,
gcat_trait_X-12127_measurement,615267,
gcat_trait_X-12707_measurement,615268,
gcat_trait_X-12798_measurement,615269,
gcat_trait_X-12822_measurement,615270,
gcat_trait_X-12844_measurement,615271,
gcat_trait_X-13431_measurement,615272,
gcat_trait_X-13553_measurement,615275,
gcat_trait_X-13684_measurement,615279,
gcat_trait_X-16935_measurement,615280,
gcat_trait_X-17357_measurement,615287,
gcat_trait_X-17653_measurement,615288,
gcat_trait_X-17654_measurement,615289,
gcat_trait_X-17676_measurement,615292,
gcat_trait_X-18921_measurement,615296,
gcat_trait_X-18922_measurement,615299,
gcat_trait_X-19141_measurement,615301,
gcat_trait_X-21410_measurement,615302,
gcat_trait_X-21441_measurement,615303,
gcat_trait_X-21467_measurement,615305,
gcat_trait_X-21470_measurement,615306,
gcat_trait_X-21471_measurement,615307,
gcat_trait_X-21607_measurement,615308,
gcat_trait_X-22162_measurement,615309,
gcat_trait_X-23639_measurement,615311,
gcat_trait_X-23680_measurement,615312,
gcat_trait_X-23749_measurement,615313,
gcat_trait_X-24309_measurement,615314,
gcat_trait_X-24418_measurement,615319,
gcat_trait_X-24544_measurement,615320,
gcat_trait_X-24588_measurement,615321,
gcat_trait_X-24947_measurement,615322,
gcat_trait_YKL40_measurement,615323,YKL40 measurement
gcat_trait_Yu-Zhi_constitution_type,615326,
gcat_trait_a_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_13_measurement,615335,a disintegrin and metalloproteinase with thrombospondin motifs 13 measurement
gcat_trait_abdominal_adipose_tissue_measurement,615339,abdominal adipose tissue measurement
gcat_trait_abdominal_fat_cell_number,615345,abdominal fat cell number
gcat_trait_abdominalgluteofemoral_adipose_tissue_ratio_measurement,615389,abdominal:gluteofemoral adipose tissue ratio measurement
gcat_trait_able_to_hear_with_hearing_aids,615391,able to hear with hearing aids
gcat_trait_acetate_measurement,615426,acetate measurement
gcat_trait_acetone_measurement,615436,acetone measurement
gcat_trait_acetylcarnitine_measurement,615448,acetylcarnitine measurement
gcat_trait_acid_sphingomyelinase-like_phosphodiesterase_3a_measurement,615449,
gcat_trait_acisoga_measurement,615452,acisoga measurement
gcat_trait_acne,615456,acne
gcat_trait_actinic_keratosis,615480,actinic keratosis
gcat_trait_activities_of_daily_living_score_measurement,615483,activities of daily living score measurement
gcat_trait_acute_graft_vs_host_disease,615484,acute graft vs. host disease
gcat_trait_acute_lymphoblastic_leukemia,615497,acute lymphoblastic leukemia
gcat_trait_acute_pancreatitis,615509,acute pancreatitis
gcat_trait_acylcarnitine_measurement,615512,acylcarnitine measurement
gcat_trait_adenosine_diphosphate_measurement,615536,adenosine diphosphate measurement
gcat_trait_adenosine_monophosphate_measurement,615541,adenosine monophosphate measurement
gcat_trait_adenoviridae_virus_seropositivity,615546,adenoviridae virus seropositivity
gcat_trait_adiponectin_measurement,615547,adiponectin measurement
