id,label,neo4j_id
Factor6_gcat_trait_3-hydroxybutyrate_measurement,Cholesterol and Phospholipid Efflux,808311
Factor10_gcat_trait_3-hydroxybutyrate_measurement,Lipoprotein Complex Organization,808312
Factor3_gcat_trait_3-hydroxybutyrate_measurement,Cholesterol Production and Metabolism,808313
Factor12_gcat_trait_3-hydroxybutyrate_measurement,Cholesterol Metabolism and Transport,808314
Factor18_gcat_trait_3-hydroxybutyrate_measurement,Lipoprotein Assembly Processes,808315
Factor14_gcat_trait_3-hydroxybutyrate_measurement,Triglyceride Regulation Processes,808316
Factor4_gcat_trait_3-hydroxybutyrate_measurement,Lipoprotein Clearance Processes,808317
Factor9_gcat_trait_3-hydroxybutyrate_measurement,Cholesterol and Lipid Regulation,808318
Factor2_gcat_trait_3-hydroxybutyrate_measurement,Lipid Metabolism and Homeostasis,808319
Factor2_gcat_trait_4-androsten-3beta17beta-diol_disulfate_1_measurement,Bile Acid Pathway Induction,808320
Factor1_gcat_trait_5alpha-androstan-3beta17beta-diol_disulfate_measurement,Bile Acid Metabolism Regulation,808321
Factor1_gcat_trait_Abdominal_Aortic_Aneurysm,VLDL Cholesterol Regulation,808322
Factor2_gcat_trait_Abdominal_Aortic_Aneurysm,Cholesterol Metabolic Processes,808323
Factor3_gcat_trait_Abdominal_Aortic_Aneurysm,Familial Hyperlipidemia and Cholesterol,808324
Factor4_gcat_trait_Abdominal_Aortic_Aneurysm,Lipoprotein Dynamics,808325
Factor7_gcat_trait_Abdominal_Aortic_Aneurysm,Sterol Homeostasis,808326
Factor11_gcat_trait_Abdominal_Aortic_Aneurysm,Cholesterol Efflux Pathways,808327
Factor12_gcat_trait_Abdominal_Aortic_Aneurysm,Lipoprotein Clearance Mechanisms,808328
Factor13_gcat_trait_Abdominal_Aortic_Aneurysm,HDL Particle Functions,808329
Factor18_gcat_trait_Abdominal_Aortic_Aneurysm,Familial Hyperlipidemia Interaction,808330
Factor22_gcat_trait_Abdominal_Aortic_Aneurysm,Cholesterol and Lipid Regulation,808331
Factor24_gcat_trait_Abdominal_Aortic_Aneurysm,Hyperlipidemia and Cholesterol Homeostasis,808332
Factor26_gcat_trait_Abdominal_Aortic_Aneurysm,Lipoprotein Particle Regulation Strategies,808333
Factor8_gcat_trait_Abdominal_Aortic_Aneurysm,Cholesterol Absorption and Transport,808334
Factor5_gcat_trait_Abdominal_Aortic_Aneurysm,Hepatocyte Lipoprotein Transport,808335
Factor9_gcat_trait_Abdominal_Aortic_Aneurysm,Abnormal Cholesterol Homeostasis,808336
Factor15_gcat_trait_Abdominal_Aortic_Aneurysm,Lipoprotein Remodeling Processes,808337
Factor25_gcat_trait_Abdominal_Aortic_Aneurysm,Cholesterol Level Abnormalities,808338
Factor16_gcat_trait_Abdominal_Aortic_Aneurysm,Lipid Storage and Regulation,808339
Factor19_gcat_trait_Abdominal_Aortic_Aneurysm,Lipoprotein Particle Regulation,808340
Factor20_gcat_trait_Abdominal_Aortic_Aneurysm,Fatty Acid Transport Functions,808341
Factor6_gcat_trait_Abdominal_Aortic_Aneurysm,Lipoprotein Binding Functions,808342
Factor23_gcat_trait_Abdominal_Aortic_Aneurysm,Cholesterol Metabolic Regulation,808343
Factor17_gcat_trait_Abdominal_Aortic_Aneurysm,Phospholipid Circulation Dynamics,808344
Factor21_gcat_trait_Abdominal_Aortic_Aneurysm,Cholesterol Transport Regulation,808345
Factor14_gcat_trait_Abdominal_Aortic_Aneurysm,Sterol Transport Regulation,808346
Factor10_gcat_trait_Abdominal_Aortic_Aneurysm,Lipid Transport Mechanisms,808347
Factor1_gcat_trait_Abnormality_of_refraction,TGF Beta Pathway Signals,808349
Factor2_gcat_trait_Abnormality_of_refraction,Neuroblast Proliferation Regulation,808350
Factor3_gcat_trait_Abnormality_of_refraction,Epithelial Cell Proliferation,808351
Factor4_gcat_trait_Abnormality_of_refraction,Developmental System Commitments,808352
Factor5_gcat_trait_Abnormality_of_refraction,Lens Development and Morphogenesis,808353
Factor6_gcat_trait_Abnormality_of_refraction,Eye Morphogenesis and TGF,808354
Factor7_gcat_trait_Abnormality_of_refraction,Camera Eye Sensory Development,808355
Factor1_gcat_trait_Agents_acting_on_the_renin-angiotensin_system_use_measurement,Insulin and Cancer Pathways,808358
Factor4_gcat_trait_Agents_acting_on_the_renin-angiotensin_system_use_measurement,Cancer and Insulin Pathways,808359
Factor7_gcat_trait_Agents_acting_on_the_renin-angiotensin_system_use_measurement,Insulin and Diabetes Pathways,808360
Factor13_gcat_trait_Agents_acting_on_the_renin-angiotensin_system_use_measurement,Insulin and Growth Hormone Pathways,808361
Factor17_gcat_trait_Agents_acting_on_the_renin-angiotensin_system_use_measurement,Development and Maturation Pathways,808362
Factor9_gcat_trait_Agents_acting_on_the_renin-angiotensin_system_use_measurement,Heart Morphology Abnormalities,808363
Factor16_gcat_trait_Agents_acting_on_the_renin-angiotensin_system_use_measurement,Cancer and Signaling Pathways,808364
Factor18_gcat_trait_Agents_acting_on_the_renin-angiotensin_system_use_measurement,Cardiac Insulin and Signaling Pathways,808365
Factor11_gcat_trait_Agents_acting_on_the_renin-angiotensin_system_use_measurement,Inflammation and Signaling Pathways,808366
Factor8_gcat_trait_Agents_acting_on_the_renin-angiotensin_system_use_measurement,Neurotrophin and Insulin Signaling,808367
Factor14_gcat_trait_Agents_acting_on_the_renin-angiotensin_system_use_measurement,Heart Hypertrophy Pathways,808368
Factor15_gcat_trait_Agents_acting_on_the_renin-angiotensin_system_use_measurement,Cancer and Damage Response,808369
Factor2_gcat_trait_Agents_acting_on_the_renin-angiotensin_system_use_measurement,Blood Vessel and Tissue Remodeling,808370
Factor3_gcat_trait_Agents_acting_on_the_renin-angiotensin_system_use_measurement,Cardiovascular System Anomalies,808371
Factor6_gcat_trait_Agents_acting_on_the_renin-angiotensin_system_use_measurement,Cancer and Signaling Pathways,808372
Factor12_gcat_trait_Agents_acting_on_the_renin-angiotensin_system_use_measurement,Insulin Resistance Conditions,808373
Factor10_gcat_trait_Agents_acting_on_the_renin-angiotensin_system_use_measurement,Triglyceride Metabolic Regulation,808374
Factor5_gcat_trait_Agents_acting_on_the_renin-angiotensin_system_use_measurement,Lipoprotein Remodeling Processes,808375
Factor2_gcat_trait_Alzheimer_disease,Regulation of Amyloid Processes,808382
Factor5_gcat_trait_Alzheimer_disease,Regulation of Amyloid Clearance,808383
Factor1_gcat_trait_Alzheimer_disease,Amyloid Beta Metabolism and Clearance,808384
Factor3_gcat_trait_Alzheimer_disease,Amyloid Processing and Proteolysis,808385
Factor4_gcat_trait_Alzheimer_disease,Amyloidosis and Cholesterol Transport,808386
Factor1_gcat_trait_Alzheimers_disease_biomarker_measurement,Amyloid Protein Regulation Processes,808388
Factor2_gcat_trait_Antihypertensive_use_measurement,Heart Size and Blood Pressure,808390
Factor3_gcat_trait_Antihypertensive_use_measurement,Kidney and Vascular Morphology,808391
Factor4_gcat_trait_Antihypertensive_use_measurement,Embryonic Morphogenesis and Differentiation,808392
Factor1_gcat_trait_Antihypertensive_use_measurement,Male Sex Differentiation Factors,808393
Factor3_gcat_trait_Antithrombotic_agent_use_measurement,Cholesterol Production Inhibition,808394
Factor10_gcat_trait_Antithrombotic_agent_use_measurement,Intestinal Lipid Absorption Regulation,808395
Factor13_gcat_trait_Antithrombotic_agent_use_measurement,Lipoprotein Lipase Regulation,808396
Factor15_gcat_trait_Antithrombotic_agent_use_measurement,High-Density Lipoprotein Complexes,808397
Factor20_gcat_trait_Antithrombotic_agent_use_measurement,Familial Hyperlipidemia Types,808398
Factor6_gcat_trait_Antithrombotic_agent_use_measurement,Familial Hyperlipidemia Effects,808399
Factor11_gcat_trait_Antithrombotic_agent_use_measurement,Lipoprotein Particle Clearance,808400
Factor14_gcat_trait_Antithrombotic_agent_use_measurement,Triglyceride Metabolism Processes,808401
Factor23_gcat_trait_Antithrombotic_agent_use_measurement,Cholesterol Metabolism and Regulation,808402
Factor1_gcat_trait_Antithrombotic_agent_use_measurement,Cholesterol Transport Regulation,808403
Factor7_gcat_trait_Antithrombotic_agent_use_measurement,Cholesterol Absorption and Transport,808404
Factor8_gcat_trait_Antithrombotic_agent_use_measurement,Cholesterol Production and Complexes,808405
Factor9_gcat_trait_Antithrombotic_agent_use_measurement,Cholesterol Efflux Mechanisms,808406
Factor12_gcat_trait_Antithrombotic_agent_use_measurement,Cholesterol Level Abnormalities,808407
Factor18_gcat_trait_Antithrombotic_agent_use_measurement,Protein-Lipid Complex Remodeling,808408
Factor19_gcat_trait_Antithrombotic_agent_use_measurement,Triglyceride Metabolic Regulation,808409
Factor25_gcat_trait_Antithrombotic_agent_use_measurement,Lipid Complex Assembly and Regulation,808410
Factor2_gcat_trait_Antithrombotic_agent_use_measurement,Lipoprotein Remodeling Processes,808411
Factor5_gcat_trait_Antithrombotic_agent_use_measurement,Lipoprotein Assembly and Remodeling,808412
Factor21_gcat_trait_Antithrombotic_agent_use_measurement,Sterol Activity and Transport,808413
Factor4_gcat_trait_Antithrombotic_agent_use_measurement,Lipoprotein Clearance Regulation,808414
Factor22_gcat_trait_Antithrombotic_agent_use_measurement,Lipid Storage and Clearance,808415
Factor16_gcat_trait_Antithrombotic_agent_use_measurement,Sterol Transport Regulation,808416
Factor24_gcat_trait_Antithrombotic_agent_use_measurement,Lipid Transport Regulation,808417
Factor17_gcat_trait_Antithrombotic_agent_use_measurement,Fatty Acids and Lipoproteins,808418
Factor1_gcat_trait_BMI-adjusted_hip_circumference,Elastic Fibres and Structure,808420
Factor2_gcat_trait_BMI-adjusted_hip_circumference,Endochondral Ossification Features,808421
Factor4_gcat_trait_BMI-adjusted_hip_circumference,Abnormal Bone Ossification Traits,808422
Factor5_gcat_trait_BMI-adjusted_hip_circumference,TGF-β Signaling Pathways,808423
Factor17_gcat_trait_BMI-adjusted_hip_circumference,Morphological Bone Abnormalities,808424
Factor29_gcat_trait_BMI-adjusted_hip_circumference,Microfibril and Skeleton Abnormalities,808425
Factor3_gcat_trait_BMI-adjusted_hip_circumference,Chondrocyte Morphology Abnormalities,808426
Factor9_gcat_trait_BMI-adjusted_hip_circumference,Endochondral Ossification Delays,808427
Factor12_gcat_trait_BMI-adjusted_hip_circumference,Chondrocyte Regulatory Processes,808428
Factor15_gcat_trait_BMI-adjusted_hip_circumference,Skeleton Abnormalities in Development,808429
Factor16_gcat_trait_BMI-adjusted_hip_circumference,Abnormal Cartilage and Morphologies,808430
Factor23_gcat_trait_BMI-adjusted_hip_circumference,Bone and Chondrocyte Regulation,808431
Factor24_gcat_trait_BMI-adjusted_hip_circumference,Craniofacial Bone Shortening,808432
Factor25_gcat_trait_BMI-adjusted_hip_circumference,Abnormal Craniofacial Morphology,808433
Factor7_gcat_trait_BMI-adjusted_hip_circumference,Metabolic and Growth Disruptions,808434
Factor8_gcat_trait_BMI-adjusted_hip_circumference,Chondrodystrophy and Bone Issues,808435
Factor26_gcat_trait_BMI-adjusted_hip_circumference,Bone and Cartilage Development,808436
Factor6_gcat_trait_BMI-adjusted_hip_circumference,miRNA Target Interactions,808437
Factor10_gcat_trait_BMI-adjusted_hip_circumference,Short Bone Phenotypes,808438
Factor14_gcat_trait_BMI-adjusted_hip_circumference,Long Bone Morphology Changes,808439
Factor19_gcat_trait_BMI-adjusted_hip_circumference,Width of Hypertrophic Zone,808440
Factor27_gcat_trait_BMI-adjusted_hip_circumference,Chondrodystrophy and Bone Morphologies,808441
Factor30_gcat_trait_BMI-adjusted_hip_circumference,Endochondral Ossification Disorders,808442
Factor20_gcat_trait_BMI-adjusted_hip_circumference,Bone Development Abnormalities,808443
Factor18_gcat_trait_BMI-adjusted_hip_circumference,Gland Development Processes,808444
Factor22_gcat_trait_BMI-adjusted_hip_circumference,TGF-β Signaling in Diseases,808445
Factor21_gcat_trait_BMI-adjusted_hip_circumference,Mandible Morphology and Distress,808446
Factor11_gcat_trait_BMI-adjusted_hip_circumference,Abnormal Sternum and Rib Morphology,808447
Factor13_gcat_trait_BMI-adjusted_hip_circumference,Bone Mineral Density Reduction,808448
Factor28_gcat_trait_BMI-adjusted_hip_circumference,Muscle and Heart Development,808449
Factor2_gcat_trait_BMI-adjusted_waist-hip_ratio,Cardiac septum morphogenesis,808469
Factor4_gcat_trait_BMI-adjusted_waist-hip_ratio,Organ morphogenesis regulation,808470
Factor10_gcat_trait_BMI-adjusted_waist-hip_ratio,Cardiac development transitions,808471
Factor16_gcat_trait_BMI-adjusted_waist-hip_ratio,Cardiac muscle regulation,808472
Factor22_gcat_trait_BMI-adjusted_waist-hip_ratio,Cardiac chamber morphogenesis,808473
Factor3_gcat_trait_BMI-adjusted_waist-hip_ratio,Basal cell carcinoma pathways,808474
Factor14_gcat_trait_BMI-adjusted_waist-hip_ratio,Cardiac EM transition,808475
Factor26_gcat_trait_BMI-adjusted_waist-hip_ratio,Cancer signaling pathways,808476
Factor29_gcat_trait_BMI-adjusted_waist-hip_ratio,Cardiac morphogenesis processes,808477
Factor6_gcat_trait_BMI-adjusted_waist-hip_ratio,Cardiac structure development,808478
Factor9_gcat_trait_BMI-adjusted_waist-hip_ratio,WNT signaling interactions,808479
Factor24_gcat_trait_BMI-adjusted_waist-hip_ratio,Cardiac muscle tissue development,808480
Factor30_gcat_trait_BMI-adjusted_waist-hip_ratio,Epithelial tube morphogenesis,808481
Factor5_gcat_trait_BMI-adjusted_waist-hip_ratio,Cancer-related signaling pathways,808482
Factor17_gcat_trait_BMI-adjusted_waist-hip_ratio,Pharyngeal system arterial changes,808483
Factor13_gcat_trait_BMI-adjusted_waist-hip_ratio,Mesenchymal cell regulation,808484
Factor25_gcat_trait_BMI-adjusted_waist-hip_ratio,Metanephros development,808485
Factor27_gcat_trait_BMI-adjusted_waist-hip_ratio,Cardiac defects development,808486
Factor1_gcat_trait_BMI-adjusted_waist-hip_ratio,Heart and artery development,808487
Factor7_gcat_trait_BMI-adjusted_waist-hip_ratio,Coronary vessel development,808488
Factor23_gcat_trait_BMI-adjusted_waist-hip_ratio,Stem cell differentiation pathways,808489
Factor11_gcat_trait_BMI-adjusted_waist-hip_ratio,Male sex differentiation,808490
Factor12_gcat_trait_BMI-adjusted_waist-hip_ratio,Epithelial organ morphogenesis,808491
Factor8_gcat_trait_BMI-adjusted_waist-hip_ratio,Fat cell morphology changes,808492
Factor20_gcat_trait_BMI-adjusted_waist-hip_ratio,Cancer type pathways,808493
Factor15_gcat_trait_BMI-adjusted_waist-hip_ratio,Short bone morphology,808494
Factor18_gcat_trait_BMI-adjusted_waist-hip_ratio,Cell fate specification,808495
Factor19_gcat_trait_BMI-adjusted_waist-hip_ratio,Transcription regulation factors,808496
Factor28_gcat_trait_BMI-adjusted_waist-hip_ratio,T cell differentiation,808497
Factor21_gcat_trait_BMI-adjusted_waist-hip_ratio,Germ layer formation,808498
Factor2_gcat_trait_BMI-adjusted_waist_circumference,Elastic fiber and bone formation,808738
Factor3_gcat_trait_BMI-adjusted_waist_circumference,Cardiac and chondrogenesis processes,808739
Factor6_gcat_trait_BMI-adjusted_waist_circumference,Chondrocyte differentiation and signaling,808740
Factor10_gcat_trait_BMI-adjusted_waist_circumference,Extracellular matrix organization,808741
Factor14_gcat_trait_BMI-adjusted_waist_circumference,Endochondral ossification and differentiation,808742
Factor22_gcat_trait_BMI-adjusted_waist_circumference,Chondrocyte differentiation regulations,808743
Factor7_gcat_trait_BMI-adjusted_waist_circumference,Elastic fibers and cardiac development,808744
Factor17_gcat_trait_BMI-adjusted_waist_circumference,Abnormal limb and digit morphology,808745
Factor26_gcat_trait_BMI-adjusted_waist_circumference,Craniofacial and limb morphology,808746
Factor1_gcat_trait_BMI-adjusted_waist_circumference,Chondrocyte and bone development,808747
Factor18_gcat_trait_BMI-adjusted_waist_circumference,Cardiac muscle cell proliferation,808748
Factor28_gcat_trait_BMI-adjusted_waist_circumference,Cardiac and vascular development,808749
Factor29_gcat_trait_BMI-adjusted_waist_circumference,Epithelial tube and gland morphogenesis,808750
Factor8_gcat_trait_BMI-adjusted_waist_circumference,Limb bone and chondrocyte regulation,808751
Factor13_gcat_trait_BMI-adjusted_waist_circumference,Chondrocyte regulation and metabolism,808752
Factor5_gcat_trait_BMI-adjusted_waist_circumference,Long bone length regulation,808753
Factor12_gcat_trait_BMI-adjusted_waist_circumference,Short and abnormal long bones,808754
Factor15_gcat_trait_BMI-adjusted_waist_circumference,Abnormal limb and skeletal development,808755
Factor19_gcat_trait_BMI-adjusted_waist_circumference,Delayed ossification and bone development,808756
Factor24_gcat_trait_BMI-adjusted_waist_circumference,Abnormal cartilage and long bone,808757
Factor27_gcat_trait_BMI-adjusted_waist_circumference,Stem cell differentiation pathways,808758
Factor30_gcat_trait_BMI-adjusted_waist_circumference,Osteoblast differentiation and regulation,808759
Factor23_gcat_trait_BMI-adjusted_waist_circumference,Embryonic skeletal development processes,808760
Factor25_gcat_trait_BMI-adjusted_waist_circumference,Kidney and ureter development,808761
Factor11_gcat_trait_BMI-adjusted_waist_circumference,Cell fate and differentiation,808762
Factor9_gcat_trait_BMI-adjusted_waist_circumference,Mesenchymal proliferation and morphology,808763
Factor16_gcat_trait_BMI-adjusted_waist_circumference,Endochondral bone morphogenesis,808764
Factor20_gcat_trait_BMI-adjusted_waist_circumference,Respiratory system and lung development,808765
Factor4_gcat_trait_BMI-adjusted_waist_circumference,Bone formation and metabolism,808766
Factor21_gcat_trait_BMI-adjusted_waist_circumference,Cancer pathways and differentiation,808767
Factor1_gcat_trait_Behcets_syndrome,Cytokine Signaling and T Cells,808894
Factor2_gcat_trait_Behcets_syndrome,Chemokine Receptors and Inflammation,808895
Factor2_gcat_trait_C-reactive_protein_measurement,Cholesterol Metabolism and Statins,808896
Factor4_gcat_trait_C-reactive_protein_measurement,Cholesterol Remodeling and Transport,808897
Factor7_gcat_trait_C-reactive_protein_measurement,Cholesterol Efflux and Lipid Metabolism,808898
Factor9_gcat_trait_C-reactive_protein_measurement,Abnormal Cholesterol and Triglycerides,808899
Factor23_gcat_trait_C-reactive_protein_measurement,Atherosclerosis Risk and Lipid Levels,808900
Factor26_gcat_trait_C-reactive_protein_measurement,Cholesterol Abnormalities and Statins,808901
Factor27_gcat_trait_C-reactive_protein_measurement,Sterol Transport and Regulation,808902
Factor17_gcat_trait_C-reactive_protein_measurement,Lipid Metabolic Process Regulation,808903
Factor6_gcat_trait_C-reactive_protein_measurement,Increased Cholesterol and Fatty Liver,808904
Factor10_gcat_trait_C-reactive_protein_measurement,Cholesterol and Sterol Metabolism,808905
Factor13_gcat_trait_C-reactive_protein_measurement,Lipoprotein Remodeling and Cholesterol,808906
Factor22_gcat_trait_C-reactive_protein_measurement,Abnormal Lipid Metabolism Processes,808907
Factor28_gcat_trait_C-reactive_protein_measurement,Lipoprotein Transport in Hepatocytes,808908
Factor16_gcat_trait_C-reactive_protein_measurement,Circulating Cholesterol and Lipoproteins,808909
Factor20_gcat_trait_C-reactive_protein_measurement,Cholesterol Metabolism and Lipid Localization,808910
Factor21_gcat_trait_C-reactive_protein_measurement,Increased Lipoproteins in Circulation,808911
Factor8_gcat_trait_C-reactive_protein_measurement,Atherosclerosis and Lipid Levels,808912
Factor24_gcat_trait_C-reactive_protein_measurement,Regulation of Lipid Storage,808913
Factor12_gcat_trait_C-reactive_protein_measurement,Lipid Homeostasis and Hepatic Steatosis,808914
Factor14_gcat_trait_C-reactive_protein_measurement,Insulin Resistance and Steatosis,808915
Factor18_gcat_trait_C-reactive_protein_measurement,Liver Health and Triglycerides,808916
Factor1_gcat_trait_C-reactive_protein_measurement,Leptin and T-cell Differentiation,808917
Factor25_gcat_trait_C-reactive_protein_measurement,Positive Regulation of Lipid Processes,808918
Factor5_gcat_trait_C-reactive_protein_measurement,Decreased Circulating Lipid Levels,808919
Factor11_gcat_trait_C-reactive_protein_measurement,Reduced Insulin and Triglycerides,808920
Factor3_gcat_trait_C-reactive_protein_measurement,Inflammation and Circulating Cytokines,808921
Factor19_gcat_trait_C-reactive_protein_measurement,Fat Pad Weight and Insulin Response,808922
Factor15_gcat_trait_C-reactive_protein_measurement,Glycemic Control and Lipid Homeostasis,808923
Factor1_gcat_trait_COVID-19,Interferon Induction and Signaling,808926
Factor2_gcat_trait_COVID-19,Host Pathogen Interaction,808927
Factor3_gcat_trait_COVID-19,Interferon Response Pathways,808928
Factor7_gcat_trait_COVID-19,Immune Response Pathways,808929
Factor4_gcat_trait_COVID-19,Lung Fibrosis Signaling,808930
Factor6_gcat_trait_COVID-19,Cytokine Receptor Interaction,808931
Factor5_gcat_trait_COVID-19,Interferon Gamma Signaling,808932
Factor1_gcat_trait_Calcium_channel_blocker_use_measurement,Male Sex Differentiation Disorders,808963
Factor4_gcat_trait_Calcium_channel_blocker_use_measurement,Axial Skeleton and Cancer,808964
Factor6_gcat_trait_Calcium_channel_blocker_use_measurement,Diabetes and DNA Response,808965
Factor2_gcat_trait_Calcium_channel_blocker_use_measurement,Cholesterol Production Regulation,808966
Factor5_gcat_trait_Calcium_channel_blocker_use_measurement,Bone Density and Weakness,808967
Factor3_gcat_trait_Calcium_channel_blocker_use_measurement,Blood Pressure Regulation,808968
Factor8_gcat_trait_Calcium_channel_blocker_use_measurement,Cardiac Development Abnormalities,808969
Factor9_gcat_trait_Calcium_channel_blocker_use_measurement,Embryonic Morphogenesis Disorders,808970
Factor10_gcat_trait_Calcium_channel_blocker_use_measurement,Skeletal Morphology Abnormalities,808971
Factor7_gcat_trait_Calcium_channel_blocker_use_measurement,Cancer and Cellular Senescence,808972
Factor1_gcat_trait_Cardiac_MRI_latent_space,Cardiac Fibroblasts Expression,808973
Factor2_gcat_trait_Cardiac_MRI_latent_space,Heart Ventricle Aging Markers,808974
Factor3_gcat_trait_Cardiac_MRI_latent_space,Heart Consensus and Expression,808975
Factor4_gcat_trait_Cardiac_MRI_latent_space,Atrial Appendage and Ventricle,808976
Factor5_gcat_trait_Cardiac_MRI_latent_space,Kinase and Consensus Activity,808977
Factor6_gcat_trait_Cardiac_MRI_latent_space,Atrial Appendage Irregularities,808978
Factor3_gcat_trait_Crohns_disease,T Cell Activation in COVID,808979
Factor16_gcat_trait_Crohns_disease,T Cell Activation Regulation,808980
Factor17_gcat_trait_Crohns_disease,T Cell Differentiation Regulation,808981
Factor19_gcat_trait_Crohns_disease,Immune Response to Cancer,808982
Factor20_gcat_trait_Crohns_disease,CD4-positive T Cell Differentiation,808983
Factor28_gcat_trait_Crohns_disease,Autoimmune Response Pathways,808984
Factor29_gcat_trait_Crohns_disease,Increased Autoantibody Levels,808985
Factor30_gcat_trait_Crohns_disease,B Cell Activation Regulation,808986
Factor5_gcat_trait_Crohns_disease,Cytokine and Inflammatory Pathways,808987
Factor7_gcat_trait_Crohns_disease,T Helper 17 Cell Regulation,808988
Factor8_gcat_trait_Crohns_disease,Immune Network Activation,808989
Factor15_gcat_trait_Crohns_disease,Cytokine Signaling Pathways,808990
Factor4_gcat_trait_Crohns_disease,Germinal Center Absence,808991
Factor6_gcat_trait_Crohns_disease,Regulation of Interleukin Production,808992
Factor26_gcat_trait_Crohns_disease,Negative Regulation of Lymphocytes,808993
Factor11_gcat_trait_Crohns_disease,Immunoglobulin Level Decrease,808994
Factor13_gcat_trait_Crohns_disease,T Cell Activation Pathways,808995
Factor2_gcat_trait_Crohns_disease,Lymphocyte Differentiation Regulation,808996
Factor18_gcat_trait_Crohns_disease,Lymphocyte Differentiation Regulation,808997
Factor14_gcat_trait_Crohns_disease,Impaired Humoral Immune Response,808998
Factor25_gcat_trait_Crohns_disease,Immune Response Mediator Regulation,808999
Factor1_gcat_trait_Crohns_disease,Inflammatory Bowel Disease Signaling,809000
Factor27_gcat_trait_Crohns_disease,Abnormal T Cell Morphology,809001
Factor22_gcat_trait_Crohns_disease,T Cell Proliferation Regulation,809002
Factor9_gcat_trait_Crohns_disease,Abnormal T Cell Differentiation,809003
Factor21_gcat_trait_Crohns_disease,Abnormal B Cell Physiology,809004
Factor24_gcat_trait_Crohns_disease,Lymphocyte Differentiation Processes,809005
Factor23_gcat_trait_Crohns_disease,Immunoglobulin Level Decrease,809006
Factor12_gcat_trait_Crohns_disease,Memory T Cell Dynamics,809007
Factor10_gcat_trait_Crohns_disease,Myeloid Leukocyte Differentiation Regulation,809008
Factor1_gcat_trait_DNA_methylation,Craniofacial and vascular anomalies,809015
Factor1_gcat_trait_Diuretic_use_measurement,Sex Differentiation and Defects,809016
Factor3_gcat_trait_Diuretic_use_measurement,Short Bones and Signaling Pathway,809017
Factor2_gcat_trait_Diuretic_use_measurement,Abnormal Limb Morphology Processes,809018
Factor6_gcat_trait_Drugs_used_in_diabetes_use_measurement,Pancreatic Development and Hyperglycemia,809019
